Whole Plots,X1,X2,Y
1,0,0,
1,0,-1,
1,0,1,
1,0,0,
2,0,-1,
2,0,0,
2,0,1,
2,0,0,
3,0,0,
3,0,0,
3,0,-1,
4,0,"0,14",
4,0,0,
4,0,-1,
5,-1,-1,
5,-1,1,
5,-1,0,
6,-1,-1,
6,-1,0,
6,-1,1,
7,1,1,
7,1,0,
7,1,-1,
8,0,0,
8,0,1,
8,0,0,
9,1,-1,
9,1,0,
9,1,1,
10,0,0,
10,0,0,
10,0,1,
11,1,0,
11,1,1,
11,1,-1,
12,-1,1,
12,-1,0,
12,-1,-1,
13,0,-1,
13,0,0,
13,0,0,
14,1,1,
14,1,0,
14,1,-1,
15,-1,0,
15,-1,1,
15,-1,-1,
16,0,0,
16,0,1,
16,0,-1,
