Whole Plots,X1,X2,X3,X4,Y
1,-1,-1,1,1,
1,-1,-1,0,0,
1,-1,-1,-1,-1,
1,-1,-1,1,-1,
1,-1,-1,-1,1,
2,1,-1,-1,1,
2,1,-1,0,0,
2,1,-1,1,-1,
2,1,-1,-1,-1,
2,1,-1,1,1,
3,-1,1,1,-1,
3,-1,1,-1,0,
3,-1,1,1,1,
3,-1,1,0,-1,
3,-1,1,-1,1,
4,0,0,-1,1,
4,0,0,0,0,
4,0,0,1,0,
4,0,0,0,-1,
5,0,"-0,05",-1,0,
5,0,"-0,05",0,1,
5,0,"-0,05",0,0,
5,0,"-0,05",0,0,
6,1,1,0,1,
6,1,1,-1,1,
6,1,1,1,-1,
6,1,1,-1,-1,
7,0,1,1,0,
7,0,1,-1,-1,
7,0,1,0,0,
7,0,1,0,1,
8,1,0,0,-1,
8,1,0,1,1,
8,1,0,0,0,
8,1,0,-1,0,
