Whole Plots,X1,X2,Y
1,0,1,
1,0,0,
1,0,-1,
2,0,0,
2,0,-1,
2,0,0,
3,1,-1,
3,1,0,
3,1,1,
4,-1,1,
4,-1,0,
4,-1,-1,
5,1,-1,
5,1,0,
5,1,1,
6,-1,1,
6,-1,0,
6,-1,-1,
7,0,0,
7,0,0,
8,1,-1,
8,1,1,
9,0,0,
9,0,1,
10,-1,-1,
10,-1,1,
11,0,-1,
11,0,"0,07",
12,0,1,
12,0,"-0,06",
