X1,X2,X3,X4,Y
-0.562678863,-0.894954751,-0.80410896,-0.556975908,
-0.829370693,-0.652459263,-0.126553126,-0.166568804,
-0.621929198,-0.096239791,-0.254067558,0.2775173998,
-0.910733801,0.832988503,-0.951941769,0.1449372581,
-0.201038599,0.3257071337,-0.998330019,-0.39212398,
-0.238373584,0.9643320733,-0.009335863,-0.82887739,
-0.159444028,-0.190886948,-0.324191575,-0.982839442,
-0.722853937,0.1146471932,-0.65941993,-0.925288926,
-0.35966084,-0.315110886,0.9308006635,-0.889804162,
-0.990016039,0.6291262419,0.5936171284,-0.783946996,
-0.868432834,0.9165263397,0.1989001188,-0.4026866,
-0.598668223,-0.36032847,0.3094989787,-0.295190104,
-0.458461803,-0.994008953,0.7143821207,-0.701366367,
-0.757495186,0.9515835844,0.7665504142,0.8102314326,
-0.344508996,0.7754721,0.4994674533,-0.05162568,
-0.116091385,0.2938775981,0.9592556046,0.8970454502,
0.4663384564,0.3781608971,0.3901620414,0.0859533577,
0.2547967631,0.5981054009,-0.914895313,0.9310983928,
-0.520432976,0.5754086322,-0.565930314,-0.14736433,
-0.314641094,-0.003044039,-0.755399932,0.5049211975,
-0.960404901,0.4613526499,-0.35470581,0.7092983482,
-0.258237774,-0.953980194,-0.278589036,0.8273300156,
-0.890382248,-0.538420544,-0.699809364,0.9012693463,
-0.815697972,0.0748584955,0.538386212,0.9635993066,
0.2202154504,-0.03501035,0.0519689935,0.7630835005,
-0.952439609,-0.836927442,0.8692926667,0.299485827,
0.9406370272,-0.972401153,-0.93026455,0.4711211011,
-0.063092528,-0.342053338,-0.873339824,0.2006149938,
0.1017201353,0.2501275834,-0.188368122,0.0055206618,
0.4485873998,-0.393541913,-0.150042575,0.9542498376,
0.6051335732,0.3478693411,-0.531806917,0.8556674032,
0.7926458945,0.4465501139,-0.841394981,-0.845962076,
0.6406948892,-0.472529963,-0.963410276,-0.951300458,
0.880946274,-0.051559656,-0.424132757,-0.075761719,
0.9940868546,-0.853768503,-0.113560699,-0.625847939,
0.4161624886,-0.932659776,0.979805374,-0.104715756,
0.1709473533,-0.122502266,0.7522522438,-0.343884874,
0.2647007863,-0.725317525,0.2493817577,-0.916355765,
0.8444228428,-0.88841411,0.744061311,0.9910224114,
0.3400228806,-0.583249817,-0.476968692,0.1278168116,
0.7997722466,-0.278947852,0.8481467725,0.1712804845,
-0.027420654,-0.527150264,0.6739836302,0.5216756758,
0.6591669359,0.9880721801,-0.681334284,-0.239872916,
0.2997457359,0.8666328532,-0.293787423,0.614222208,
0.998754449,0.9004593749,0.996049114,0.4275042594,
0.6779396314,-0.231415176,0.2376270396,0.5737392503,
0.9212556555,0.3071690884,0.5562421615,-0.264076475,
0.7333030054,0.046365211,0.3375651248,-0.717035073,
0.0291378047,0.5525299361,0.135672811,-0.593047881,
0.6236389529,0.7400811038,0.820523835,-0.459348045,
