Whole Plots,X1,X2,Y
1,0,1,
1,0,0,
1,0,-1,
2,0,0,
2,0,1,
2,0,-1,
3,0,0,
3,0,1,
3,0,0,
4,-1,-1,
4,-1,1,
4,-1,0,
5,1,-1,
5,1,1,
5,1,0,
6,-1,-1,
6,-1,0,
6,-1,1,
7,1,1,
7,1,0,
7,1,-1,
8,-1,0,
8,-1,-1,
8,-1,1,
9,1,-1,
9,1,1,
9,1,0,
10,-1,-1,
10,-1,1,
10,-1,0,
11,0,0,
11,0,0,
11,0,1,
12,1,0,
12,1,-1,
12,1,1,
13,0,1,
13,0,0,
13,0,-1,
14,0,0,
14,0,0,
15,0,0,
15,0,0,
16,0,0,
16,0,-1,
