Whole Plots,X1,X2,X3,X4,Y
1,0,0,-1,1,
1,0,0,0,0,
2,1,0,0,1,
2,1,0,1,0,
3,1,-1,0,-1,
3,1,-1,-1,1,
4,1,1,-1,-1,
4,1,1,1,1,
5,-1,0,0,0,
5,-1,0,1,1,
6,-1,-1,0,1,
6,-1,-1,-1,-1,
7,-1,1,-1,-1,
7,-1,1,1,0,
8,0,0,1,-1,
8,0,0,0,0,
9,-1,-1,1,-1,
9,-1,-1,-1,0,
10,-1,1,0,-1,
10,-1,1,-1,1,
11,1,1,-1,0,
11,1,1,1,-1,
12,1,-1,-1,-1,
12,1,-1,1,0,
13,0,1,1,0,
13,0,1,0,1,
14,0,-1,0,0,
14,0,-1,1,1,
15,0,0,0,0,
16,0,0,0,0,
