X1,X2,X3,X4,Y
"-0,960101474","0,0510613896","0,9494474952","-0,999289844",
"0,0897424749","0,9689465694","0,8656941735","-0,914569808",
"-0,936522156","0,8765730853","0,534241043","-0,239314007",
"-0,584928385","0,5107441998","0,1968657329","-0,115497344",
"-0,260416506","-0,997852825","0,9652816758","-0,444706816",
"-0,778992361","-0,74987162","0,2738590857","-0,868008043",
"-0,740149002","0,9445459919","-0,001075907","0,7529553136",
"0,596479574","0,1350734779","0,1724102976","0,5519861483",
"0,3513525825","0,3813688366","0,9918404454","0,9148584176",
"-0,549779966","-0,861394811","0,6019829299","0,9558857485",
"-0,878118156","-0,222055714","0,8025165937","0,6859545377",
"-0,43029488","-0,370320118","0,3795357521","0,2971808077",
"-0,978417592","-0,719737352","-0,934756211","0,7978351021",
"0,7548094008","-0,891611069","0,8951951924","0,473447002",
"0,9165261825","-0,119690351","0,6192887237","-0,356684246",
"0,8855618153","-0,972625643","-0,239187183","-0,102206939",
"0,4746340581","-0,482436948","0,7436384323","-0,697628029",
"0,5322327718","0,7717016605","0,6711371583","0,0718674567",
"0,9984006974","0,4048666446","-0,142978566","-0,955349883",
"0,8262525745","0,9405414396","-0,899948348","-0,514578315",
"-0,709693054","-0,166225736","-0,318273001","-0,491812166",
"0,1370121467","-0,417824546","-0,377905228","-0,986692401",
"-0,904759812","-0,529378271","-0,488561111","0,0807127851",
"0,695330974","-0,687427264","-0,70523139","-0,413836204",
"0,2415492377","-0,958143664","-0,981601346","-0,77161463",
"-0,130541428","0,3251756656","0,3192765026","-0,580243709",
"-0,825125137","0,7450649012","-0,747766745","-0,691722929",
"-0,683468079","0,1492793802","-0,995288607","0,1679554156",
"-0,37104712","0,9919573481","-0,591917557","0,3752779522",
"0,0859979759","-0,096178777","-0,826133859","0,9404076269",
"0,944829708","-0,467459097","-0,865848909","0,335630864",
"-0,183548711","-0,651343411","-0,135796875","0,6063635461",
"0,027477683","0,6428239148","-0,519263363","-0,31142618",
"0,6284521239","0,869926211","-0,462689232","0,9822091224",
"0,1698035848","0,0109653999","-0,032333395","0,0144685492",
