Whole Plots,X1,X2,Y
1,0,0,
1,0,-1,
1,0,1,
2,1,-1,
2,1,1,
3,0,0,
3,0,0,
4,1,"-0,18",
4,1,1,
5,0,-1,
5,0,0,
6,1,-1,
6,1,"0,35",
7,0,0,
7,0,1,
8,-1,1,
8,-1,-1,
9,0,1,
9,0,0,
10,-1,"0,09",
10,-1,-1,
11,-1,1,
11,-1,"-0,23",
12,0,-1,
12,0,0,
