X1,X2,X3,X4,Y
"0,8823405181","0,2060429534","-0,872699512","-0,969688299",
"0,9342465136","-0,833841969","0,1313464087","-0,717604738",
"-0,055221063","-0,774846314","0,9253708554","-0,986504886",
"-0,152619237","-0,996108569","-0,988828946","-0,572565506",
"0,9982130784","0,8739808601","-0,316647424","0,9642751679",
"0,701005557","0,9873706307","0,4257486721","0,3410494257",
"0,577789438","-0,00626317","-0,647631061","0,0814204857",
"0,3240165177","-0,798469731","-0,534898036","0,9000907005",
"-0,223888111","0,7580011994","-0,766752787","-0,054346535",
"-0,929145012","-0,898230648","-0,201403112","0,3705693279",
"-0,650955443","-0,461962015","-0,853409004","0,7859009157",
"-0,999831368","-0,099173427","-0,34249608","-0,744141778",
"-0,707905869","0,9239380586","-0,587175782","-0,449282814",
"-0,981658281","0,8269765864","0,1245069353","0,8339220245",
"0,0098023006","0,2691806545","-0,241584814","0,5972741029",
"0,8127506947","-0,959573368","0,7020934291","0,6387645658",
"0,37150125","-0,400256981","0,855957061","0,1848617097",
"-0,122231817","-0,17084626","0,3534811671","0,9735179932",
"-0,48955191","0,6896818622","0,9647609816","0,5388051867",
"-0,443686192","-0,626683797","-0,024252035","-0,204299724",
"-0,86079853","-0,283857499","0,5684515787","0,0120399584",
"0,502597371","0,8111667713","0,7757277056","-0,824433082",
"0,3946271935","0,5982240641","-0,144749867","-0,328602767",
"-0,284224567","0,1250703358","0,8076191797","-0,425551822",
"-0,562576383","0,4014279503","0,2336487287","-0,887206068",
