X1,X2,X3,X4,Y
"-0,988494001","0,077195943","0,1818695393","0,2712325538",
"-0,528765039","-0,76578028","0,8124607644","-0,705039398",
"-0,811692508","-0,714505135","0,4204277648","0,6569416608",
"-0,948776453","-0,989662307","-0,692128288","-0,263512871",
"-0,895996284","-0,368247495","-0,935119382","0,9904562608",
"-0,052352556","0,7555033402","0,5326494997","0,9970868802",
"-0,637537681","0,5417095873","-0,853957372","0,3666927646",
"-0,233984187","0,3158122549","-0,449024976","0,7118168779",
"-0,939331132","0,920719801","0,6984699326","-0,942014837",
"-0,868495084","0,2816330299","0,9521765616","-0,139352173",
"-0,757097521","0,8035096127","-0,319529536","-0,599198088",
"-0,15903596","0,9705545306","0,0839608877","-0,04993094",
"0,1367300159","0,1659565382","-0,910465468","-0,000869828",
"0,577182654","-0,936365541","-0,993783645","0,8176963299",
"0,9069674607","-0,34327171","-0,296769881","0,183252327",
"0,418208983","0,8878482216","-0,63813046","0,4823961516",
"0,9560808332","-0,874474004","0,2593107617","-0,362081349",
"0,328993891","-0,023635659","-0,128333984","0,9036884555",
"0,7431683745","-0,56499413","0,7244482881","0,5762040719",
"0,0754432228","-0,149219933","0,9101716175","0,4566511789",
"0,6050223466","0,5208771017","0,6188537386","0,1389695565",
"0,8120585995","0,8431430739","0,9752056707","0,8359655332",
"0,8762047541","0,9342312153","-0,96347857","-0,717973151",
"0,1728707301","0,4874396749","-0,204018432","-0,884195888",
"0,3805939001","-0,468926211","0,4863022874","-0,563390453",
"-0,350331353","0,1914432959","0,3600469695","-0,798672601",
"0,9222672219","0,0644950287","0,8815843512","-0,957442414",
"-0,668197043","-0,397708929","-0,081283388","-0,999634957",
"-0,076572514","-0,213413209","-0,600893942","-0,49238002",
"0,6849245206","-0,680472605","-0,468082984","-0,844347578",
