Whole Plots,X1,X2,Y
1,0,-1,
1,0,0,
1,0,0,
1,0,1,
2,0,1,
2,0,0,
2,0,0,
2,0,-1,
3,1,1,
3,1,0,
3,1,-1,
3,1,0,
4,-1,-1,
4,-1,1,
4,-1,0,
4,-1,1,
5,0,-1,
5,0,1,
5,0,0,
5,0,0,
6,1,1,
6,1,-1,
6,1,-1,
6,1,0,
7,1,1,
7,1,-1,
7,1,1,
7,1,0,
8,-1,0,
8,-1,-1,
8,-1,0,
8,-1,1,
9,-1,1,
9,-1,-1,
9,-1,-1,
9,-1,"0,14",
10,0,1,
10,0,0,
10,0,0,
11,0,0,
11,0,0,
11,0,-1,
12,0,0,
12,0,1,
12,0,0,
