Whole Plots,X1,X2,X3,X4,Y
1,0,0,0,0,
1,0,0,1,1,
1,0,0,0,0,
2,1,1,0,-1,
2,1,1,-1,1,
2,1,1,1,1,
3,-1,-1,0,-1,
3,-1,-1,1,1,
3,-1,-1,-1,1,
4,0,0,-1,-1,
4,0,0,0,0,
5,-1,1,-1,-1,
5,-1,1,1,0,
6,1,-1,1,0,
6,1,-1,-1,-1,
7,1,0,-1,0,
7,1,0,0,1,
8,0,0,1,-1,
8,0,0,0,0,
9,-1,-1,-1,0,
9,-1,-1,1,-1,
10,1,1,1,-1,
10,1,1,-1,0,
11,0,-1,"0,14",0,
11,0,-1,-1,1,
12,-1,1,1,-1,
12,-1,1,0,1,
13,0,0,0,-1,
13,0,0,1,0,
14,1,-1,0,1,
14,1,-1,1,-1,
15,-1,0,0,0,
15,-1,0,-1,1,
16,0,1,0,1,
16,0,1,-1,0,
