Whole Plots,X1,X2,X3,X4,Y
1,0,0,0,0,
1,0,0,0,-1,
1,0,0,-1,0,
2,-1,-1,-1,-1,
2,-1,-1,1,-1,
2,-1,-1,0,1,
3,1,1,1,-1,
3,1,1,-1,0,
3,1,1,0,1,
4,0,1,-1,-1,
4,0,1,1,1,
4,0,1,0,0,
5,1,-1,1,0,
5,1,-1,0,-1,
5,1,-1,-1,1,
6,-1,1,0,-1,
6,-1,1,-1,1,
6,-1,1,1,0,
7,-1,0,1,1,
7,-1,0,0,0,
8,0,0,0,0,
8,0,0,-1,1,
9,0,0,0,0,
9,0,0,1,-1,
10,0,-1,-1,0,
10,0,-1,1,1,
11,0,0,0,0,
11,0,0,0,0,
12,1,0,1,1,
12,1,0,-1,-1,
